t,m_req,redundancy
1.96800000,1,50.00000000
1.97000000,1,50.00000000
1.97200000,1,50.00000000
1.97400000,1,50.00000000
1.97600000,1,50.00000000
1.97800000,1,50.00000000
1.98000000,1,50.00000000
1.98200000,1,50.00000000
1.98400000,1,50.00000000
1.98600000,1,50.00000000
1.98800000,1,50.00000000
1.99000000,1,50.00000000
1.99200000,1,50.00000000
1.99400000,1,50.00000000
1.99600000,1,50.00000000
1.99800000,1,50.00000000
2.00000000,1,50.00000000
