seed,agent,K,F,T,stakes,structure,total_reward,total_penalty,utility,cognitive_cost,cost_adjusted_utility,dual_picks,dual_rate,dual_rate_cond,E_abs_mean,expansions,contractions,revisions,contract_evals,steps_factor,steps_tabular
0,UCB1,200,5,300,0.0,recovery,72.47519591357126,0.0,72.47519591357126,25.7,46.77519591357125,0.0,0.0,0.0,9.738814306217083,0.0,0.0,0.0,0.0,0.0,0.0
0,HierBayes,200,5,300,0.0,recovery,248.3894400558652,0.0,248.3894400558652,10.15,238.2394400558652,0.0,0.0,0.0,51.72758705055626,0.0,0.0,0.0,0.0,300.0,0.0
0,RW-Feature,200,5,300,0.0,recovery,188.74521325974882,0.0,188.74521325974882,4.46,184.28521325974882,0.0,0.0,0.0,121.03522900432047,0.0,0.0,0.0,0.0,300.0,0.0
0,LatentFactorEM,200,5,300,0.0,recovery,294.9778864755595,0.0,294.9778864755595,375.55,-80.57211352444051,0.0,0.0,0.0,15.395295871009509,0.0,0.0,0.0,0.0,300.0,0.0
0,Dot,200,5,300,1.0,recovery,-40.04223488736327,503.55397358165743,-543.5962084690207,0.31,-543.9062084690206,11.0,0.03666666666666667,0.02857142857142857,6.455167082853863,0.0,0.0,0.0,0.0,0.0,0.0
0,Linear,200,5,300,1.0,recovery,105.18956206466237,4634.377094634804,-4529.187532570142,63.709,-4592.896532570142,1.0,0.0033333333333333335,0.0035460992907801418,8.780816393009939,0.0,0.0,0.0,0.0,0.0,0.0
0,Thompson-Factor,200,5,300,1.0,recovery,231.03893922214286,293.46330100356465,-62.424361781421794,4.65,-67.0743617814218,21.0,0.07,0.07046979865771812,93.0487750017186,0.0,0.0,0.0,0.0,300.0,0.0
0,Network-Full,200,5,300,1.0,recovery,64.7467704145059,0.015058238996595058,64.7317121755093,6.093,58.6387121755093,14.0,0.04666666666666667,0.0,0.3020490645059322,0.0,0.0,0.0,0.0,300.0,0.0
0,Network-NoContract,200,5,300,1.0,recovery,45.829467085179864,0.03482277343135887,45.794644311748506,6.066,39.7286443117485,8.0,0.02666666666666667,0.0,0.29898535049115926,0.0,0.0,0.0,0.0,300.0,0.0
0,Network-NoTest,200,5,300,1.0,recovery,78.13937543704206,0.009404192850115893,78.12997124419195,6.093,72.03697124419195,17.0,0.056666666666666664,0.020833333333333332,0.3519339815453103,0.0,0.0,0.0,0.0,300.0,0.0
0,Network-NoUpdate,200,5,300,1.0,recovery,77.42354268960084,2.387554231281924e-07,77.42354245084542,6.1290000000000004,71.29454245084541,16.0,0.05333333333333334,0.0,0.36290744455578783,0.0,0.0,0.0,0.0,300.0,0.0
0,UCB1,200,5,300,1.0,recovery,28.472655706831333,1695.2546465150206,-1666.7819908081892,25.7,-1692.4819908081893,16.0,0.05333333333333334,0.05415162454873646,9.343890314491498,0.0,0.0,0.0,0.0,0.0,0.0
0,HierBayes,200,5,300,1.0,recovery,315.9045005646752,23771.71677260833,-23455.812272043655,10.15,-23465.962272043656,16.0,0.05333333333333334,0.04861111111111111,47.3316214345516,0.0,0.0,0.0,0.0,300.0,0.0
0,RW-Feature,200,5,300,1.0,recovery,63.706038302468826,97.83638719793191,-34.13034889546309,4.4239999999999995,-38.554348895463086,30.0,0.1,0.10101010101010101,3.483090059735542,0.0,0.0,0.0,0.0,300.0,0.0
0,LatentFactorEM,200,5,300,1.0,recovery,52.21966183028233,6.145895649607314,46.073766180675015,375.55,-329.476233819325,0.0,0.0,0.0,4.342061409252527,0.0,0.0,0.0,0.0,300.0,0.0
1,Dot,50,5,300,0.0,recovery,0.2673014970432006,0.0,0.2673014970432006,0.31,-0.04269850295679939,0.0,0.0,0.0,19.414798033343732,0.0,0.0,0.0,0.0,0.0,0.0
1,Linear,50,5,300,0.0,recovery,329.84723295214224,0.0,329.84723295214224,16.814,313.0332329521422,0.0,0.0,0.0,40.99630861375249,0.0,0.0,0.0,0.0,0.0,0.0
1,Thompson-Factor,50,5,300,0.0,recovery,203.2676301462269,0.0,203.2676301462269,4.361000000000001,198.90663014622692,0.0,0.0,0.0,120.08871748590155,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-Full,50,5,300,0.0,recovery,190.40695441485056,0.0,190.40695441485056,5.7860000000000005,184.62095441485056,0.0,0.0,0.0,124.19369523055492,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-NoContract,50,5,300,0.0,recovery,290.8096625864597,0.0,290.8096625864597,6.026,284.7836625864597,0.0,0.0,0.0,88.86576481620266,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-NoTest,50,5,300,0.0,recovery,187.33195356726935,0.0,187.33195356726935,5.823,181.50895356726934,0.0,0.0,0.0,106.91405491329111,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-NoUpdate,50,5,300,0.0,recovery,147.6716254271634,0.0,147.6716254271634,5.853,141.8186254271634,0.0,0.0,0.0,50.73179550262486,0.0,0.0,0.0,0.0,300.0,0.0
1,UCB1,50,5,300,0.0,recovery,214.41321550756572,0.0,214.41321550756572,15.05,199.3632155075657,0.0,0.0,0.0,26.816965800658583,0.0,0.0,0.0,0.0,0.0,0.0
1,HierBayes,50,5,300,0.0,recovery,207.2208936886691,0.0,207.2208936886691,6.9670000000000005,200.25389368866908,0.0,0.0,0.0,77.67139199621792,0.0,0.0,0.0,0.0,300.0,0.0
1,RW-Feature,50,5,300,0.0,recovery,187.6927213665481,0.0,187.6927213665481,4.18,183.5127213665481,0.0,0.0,0.0,130.01673332909112,0.0,0.0,0.0,0.0,300.0,0.0
1,LatentFactorEM,50,5,300,0.0,recovery,356.0804747295956,0.0,356.0804747295956,95.05,261.0304747295956,0.0,0.0,0.0,117.95811397028105,0.0,0.0,0.0,0.0,300.0,0.0
1,Dot,50,5,300,1.0,recovery,-3.8572433760739924,76.04960503020644,-79.90684840628043,0.31,-80.21684840628043,14.0,0.04666666666666667,0.048109965635738834,9.997750454498147,0.0,0.0,0.0,0.0,0.0,0.0
1,Linear,50,5,300,1.0,recovery,412.29103135899845,8947.647625885023,-8535.356594526025,16.569000000000003,-8551.925594526025,236.0,0.7866666666666666,0.8,44.94050208264858,0.0,0.0,0.0,0.0,0.0,0.0
1,Thompson-Factor,50,5,300,1.0,recovery,367.39864792068823,8341.83553743595,-7974.436889515263,4.65,-7979.086889515263,6.0,0.02,0.02040816326530612,48.313984362026055,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-Full,50,5,300,1.0,recovery,330.3888433936939,0.2501915787275397,330.13865181496635,6.1290000000000004,324.00965181496633,2.0,0.006666666666666667,0.0,0.5096161700775318,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-NoContract,50,5,300,1.0,recovery,342.04351591451785,0.2022304953795382,341.84128541913833,6.111,335.73028541913834,3.0,0.01,0.0,0.5845620064875742,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-NoTest,50,5,300,1.0,recovery,182.87722519855362,1.4247361289067537,181.45248906964687,6.102,175.35048906964687,1.0,0.0033333333333333335,0.0033444816053511705,1.2106919669470535,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-NoUpdate,50,5,300,1.0,recovery,327.8118491833995,1.0026843262459573,326.8091648571535,6.1290000000000004,320.6801648571535,5.0,0.016666666666666666,0.0,0.5219494886484077,0.0,0.0,0.0,0.0,300.0,0.0
1,UCB1,50,5,300,1.0,recovery,344.52946629881865,4044.5690086432664,-3700.039542344448,15.05,-3715.089542344448,82.0,0.2733333333333333,0.27241379310344827,23.7772889215584,0.0,0.0,0.0,0.0,0.0,0.0
1,HierBayes,50,5,300,1.0,recovery,328.92754473184834,703.6980248297704,-374.770480097922,7.15,-381.920480097922,146.0,0.4866666666666667,0.4879725085910653,15.647054628802143,0.0,0.0,0.0,0.0,300.0,0.0
1,RW-Feature,50,5,300,1.0,recovery,358.0492138490294,9742.09475299805,-9384.04553914902,4.397,-9388.44253914902,15.0,0.05,0.050335570469798654,54.810628190539454,0.0,0.0,0.0,0.0,300.0,0.0
1,LatentFactorEM,50,5,300,1.0,recovery,488.86455713004307,8696.437456277346,-8207.572899147304,95.05,-8302.622899147304,293.0,0.9766666666666667,0.9865319865319865,46.597422979902994,0.0,0.0,0.0,0.0,300.0,0.0
1,Dot,200,5,300,0.0,recovery,18.397101504448603,0.0,18.397101504448603,0.31,18.087101504448604,0.0,0.0,0.0,3.149215747640714,0.0,0.0,0.0,0.0,0.0,0.0
1,Linear,200,5,300,0.0,recovery,53.807766328944766,0.0,53.807766328944766,62.913000000000004,-9.105233671055238,0.0,0.0,0.0,174.78777510352427,0.0,0.0,0.0,0.0,0.0,0.0
1,Thompson-Factor,200,5,300,0.0,recovery,156.01305462081208,0.0,156.01305462081208,4.65,151.36305462081208,0.0,0.0,0.0,62.00217006477098,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-Full,200,5,300,0.0,recovery,61.69334825020145,0.0,61.69334825020145,6.1290000000000004,55.564348250201455,0.0,0.0,0.0,74.0314530052022,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-NoContract,200,5,300,0.0,recovery,199.29907692884981,0.0,199.29907692884981,102.463,96.83607692884982,0.0,0.0,0.0,68.00571520955232,1.0,0.0,1.0,0.0,69.0,231.0
1,Network-NoTest,200,5,300,0.0,recovery,3.8450908244682647,0.0,3.8450908244682647,6.093,-2.2479091755317353,0.0,0.0,0.0,23.94960659885107,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-NoUpdate,200,5,300,0.0,recovery,238.66383980675258,0.0,238.66383980675258,6.093,232.5708398067526,0.0,0.0,0.0,84.26307555815501,0.0,0.0,0.0,0.0,300.0,0.0
1,UCB1,200,5,300,0.0,recovery,70.49252388657398,0.0,70.49252388657398,25.7,44.792523886573974,0.0,0.0,0.0,14.051282291496193,0.0,0.0,0.0,0.0,0.0,0.0
1,HierBayes,200,5,300,0.0,recovery,260.79170972596125,0.0,260.79170972596125,10.15,250.64170972596125,0.0,0.0,0.0,74.7202304623081,0.0,0.0,0.0,0.0,300.0,0.0
1,RW-Feature,200,5,300,0.0,recovery,267.82916654787977,0.0,267.82916654787977,4.397,263.4321665478798,0.0,0.0,0.0,91.78733798655027,0.0,0.0,0.0,0.0,300.0,0.0
1,LatentFactorEM,200,5,300,0.0,recovery,382.5087789271678,0.0,382.5087789271678,375.55,6.958778927167771,0.0,0.0,0.0,202.86724388069322,0.0,0.0,0.0,0.0,300.0,0.0
1,Dot,200,5,300,1.0,recovery,-11.19073778003059,727.5898664729351,-738.7806042529658,0.31,-739.0906042529657,19.0,0.06333333333333334,0.0657439446366782,12.492159510287035,0.0,0.0,0.0,0.0,0.0,0.0
1,Linear,200,5,300,1.0,recovery,370.2136137099015,31.922645687419866,338.29096802248165,61.918,276.37296802248164,0.0,0.0,0.0,2.6831742607021987,0.0,0.0,0.0,0.0,0.0,0.0
1,Thompson-Factor,200,5,300,1.0,recovery,304.76396773617097,314.9728015915333,-10.208833855362343,4.65,-14.858833855362343,5.0,0.016666666666666666,0.017123287671232876,19.090210484291728,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-Full,200,5,300,1.0,recovery,139.99155994028317,0.23770327239402883,139.75385666788915,6.0840000000000005,133.66985666788915,7.0,0.023333333333333334,0.0,0.3614078288633175,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-NoContract,200,5,300,1.0,recovery,261.48108877678806,0.15979318737046566,261.3212955894176,6.111,255.21029558941763,3.0,0.01,0.0,0.47671275650620515,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-NoTest,200,5,300,1.0,recovery,329.42437147379087,0.1882767176343134,329.23609475615655,6.102,323.13409475615657,0.0,0.0,0.0,0.4598487970214938,0.0,0.0,0.0,0.0,300.0,0.0
1,Network-NoUpdate,200,5,300,1.0,recovery,348.75136777872103,0.26467968553368393,348.48668809318735,6.111,342.37568809318736,1.0,0.0033333333333333335,0.0,0.47417159779704066,0.0,0.0,0.0,0.0,300.0,0.0
1,UCB1,200,5,300,1.0,recovery,108.35969242523929,121.25491619004458,-12.895223764805294,25.7,-38.5952237648053,11.0,0.03666666666666667,0.039285714285714285,4.5684370392724505,0.0,0.0,0.0,0.0,0.0,0.0
1,HierBayes,200,5,300,1.0,recovery,349.05255548581096,1240.5727829937712,-891.5202275079603,10.15,-901.6702275079602,8.0,0.02666666666666667,0.026755852842809364,37.12586132979231,0.0,0.0,0.0,0.0,300.0,0.0
1,RW-Feature,200,5,300,1.0,recovery,324.76460975119545,452.86588038106436,-128.1012706298689,4.46,-132.56127062986891,2.0,0.006666666666666667,0.006688963210702341,15.723540934685788,0.0,0.0,0.0,0.0,300.0,0.0
1,LatentFactorEM,200,5,300,1.0,recovery,32.175658550521874,335.3185673798975,-303.14290882937564,375.55,-678.6929088293757,0.0,0.0,0.0,8.82473805137289,0.0,0.0,0.0,0.0,300.0,0.0
2,Dot,50,5,300,0.0,recovery,-3.3824331380442794,0.0,-3.3824331380442794,0.31,-3.6924331380442794,0.0,0.0,0.0,3.3958475808472093,0.0,0.0,0.0,0.0,0.0,0.0
2,Linear,50,5,300,0.0,recovery,394.9857999032109,0.0,394.9857999032109,16.716,378.26979990321087,0.0,0.0,0.0,63.59216649823621,0.0,0.0,0.0,0.0,0.0,0.0
2,Thompson-Factor,50,5,300,0.0,recovery,103.34542494429972,0.0,103.34542494429972,4.65,98.69542494429972,0.0,0.0,0.0,160.9810366831484,0.0,0.0,0.0,0.0,300.0,0.0
2,Network-Full,50,5,300,0.0,recovery,209.40044463128075,0.0,209.40044463128075,6.111,203.28944463128076,0.0,0.0,0.0,61.83184065343822,0.0,0.0,0.0,0.0,300.0,0.0
2,Network-NoContract,50,5,300,0.0,recovery,286.37932292359994,0.0,286.37932292359994,6.075,280.30432292359995,0.0,0.0,0.0,88.06333383289628,0.0,0.0,0.0,0.0,300.0,0.0
2,Network-NoTest,50,5,300,0.0,recovery,89.28497153978185,0.0,89.28497153978185,6.075,83.20997153978185,0.0,0.0,0.0,154.8261696106485,0.0,0.0,0.0,0.0,300.0,0.0
2,Network-NoUpdate,50,5,300,0.0,recovery,-3.8495193976941304,0.0,-3.8495193976941304,6.066,-9.91551939769413,0.0,0.0,0.0,29.574914958158523,0.0,0.0,0.0,0.0,300.0,0.0
2,UCB1,50,5,300,0.0,recovery,308.2144037565072,0.0,308.2144037565072,15.05,293.16440375650717,0.0,0.0,0.0,32.22424081941701,0.0,0.0,0.0,0.0,0.0,0.0
2,HierBayes,50,5,300,0.0,recovery,248.65838230322024,0.0,248.65838230322024,7.15,241.50838230322023,0.0,0.0,0.0,33.3313631867822,0.0,0.0,0.0,0.0,300.0,0.0
2,RW-Feature,50,5,300,0.0,recovery,76.408906051934,0.0,76.408906051934,4.4239999999999995,71.98490605193399,0.0,0.0,0.0,60.73810069343267,0.0,0.0,0.0,0.0,300.0,0.0
2,LatentFactorEM,50,5,300,0.0,recovery,239.02960049705862,0.0,239.02960049705862,95.05,143.97960049705864,0.0,0.0,0.0,188.84313731163712,0.0,0.0,0.0,0.0,300.0,0.0
2,Dot,50,5,300,1.0,recovery,17.275280703488246,1.8811094994954414,15.394171203992805,0.31,15.084171203992804,36.0,0.12,0.12186379928315412,5.396009163442242,0.0,0.0,0.0,0.0,0.0,0.0
2,Linear,50,5,300,1.0,recovery,-40.26765363803877,385.0962107210315,-425.3638643590703,16.814,-442.1778643590703,13.0,0.043333333333333335,0.048327137546468404,5.614221220284411,0.0,0.0,0.0,0.0,0.0,0.0
2,Thompson-Factor,50,5,300,1.0,recovery,61.54230221775112,72920.55194013093,-72859.00963791317,4.65,-72863.65963791317,94.0,0.31333333333333335,0.31438127090301005,170.48427508464542,0.0,0.0,0.0,0.0,300.0,0.0
2,Network-Full,50,5,300,1.0,recovery,69.02264824101727,1.8808308298708574,67.1418174111464,6.111,61.03081741114641,43.0,0.14333333333333334,0.0,0.5223985785870656,0.0,0.0,0.0,0.0,300.0,0.0
2,Network-NoContract,50,5,300,1.0,recovery,57.24123274567791,0.00020157123295809487,57.241031174444956,64.746,-7.504968825555039,17.0,0.056666666666666664,0.07865168539325842,0.463365017386757,1.0,0.0,1.0,0.0,102.0,198.0
2,Network-NoTest,50,5,300,1.0,recovery,88.34075975118672,0.005850446147741917,88.33490930503898,6.111,82.22390930503897,35.0,0.11666666666666667,0.01764705882352941,0.934475771694422,0.0,0.0,0.0,0.0,300.0,0.0
2,Network-NoUpdate,50,5,300,1.0,recovery,50.98449627868801,1.245970609580107,49.73852566910791,6.093,43.64552566910791,42.0,0.14,0.026845637583892617,0.5319568557007779,0.0,0.0,0.0,0.0,300.0,0.0
2,UCB1,50,5,300,1.0,recovery,-26.20625042315788,3848.9851664989833,-3875.1914169221413,15.05,-3890.2414169221415,46.0,0.15333333333333332,0.15331010452961671,29.002942804039193,0.0,0.0,0.0,0.0,0.0,0.0
2,HierBayes,50,5,300,1.0,recovery,414.92886050298347,43721.75829363363,-43306.829433130646,7.15,-43313.97943313065,82.0,0.2733333333333333,0.2751677852348993,66.358982035847,0.0,0.0,0.0,0.0,300.0,0.0
2,RW-Feature,50,5,300,1.0,recovery,413.67995436843546,65617.01697444549,-65203.33702007706,4.406,-65207.74302007706,47.0,0.15666666666666668,0.1506849315068493,76.84103891393501,0.0,0.0,0.0,0.0,300.0,0.0
2,LatentFactorEM,50,5,300,1.0,recovery,49.08782180101524,970.2977140948868,-921.2098922938716,95.05,-1016.2598922938715,278.0,0.9266666666666666,0.9358108108108109,15.243027715494106,0.0,0.0,0.0,0.0,300.0,0.0
2,Dot,200,5,300,0.0,recovery,-46.57752865118477,0.0,-46.57752865118477,0.31,-46.88752865118477,0.0,0.0,0.0,16.84803100069298,0.0,0.0,0.0,0.0,0.0,0.0
2,Linear,200,5,300,0.0,recovery,315.13667720650784,0.0,315.13667720650784,61.52,253.61667720650783,0.0,0.0,0.0,23.148585541223003,0.0,0.0,0.0,0.0,0.0,0.0
2,Thompson-Factor,200,5,300,0.0,recovery,153.89164891770395,0.0,153.89164891770395,4.65,149.24164891770394,0.0,0.0,0.0,7.938056081810898,0.0,0.0,0.0,0.0,300.0,0.0
2,Network-Full,200,5,300,0.0,recovery,263.8859278820322,0.0,263.8859278820322,108.753,155.13292788203222,0.0,0.0,0.0,36.78875758401693,1.0,1.0,2.0,1.0,141.0,159.0
2,Network-NoContract,200,5,300,0.0,recovery,308.91328478194254,0.0,308.91328478194254,105.141,203.77228478194252,0.0,0.0,0.0,48.54724295098346,1.0,0.0,1.0,0.0,57.0,243.0
2,Network-NoTest,200,5,300,0.0,recovery,111.19519085111537,0.0,111.19519085111537,6.111,105.08419085111537,0.0,0.0,0.0,90.50905253864838,0.0,0.0,0.0,0.0,300.0,0.0
2,Network-NoUpdate,200,5,300,0.0,recovery,285.35628608370973,0.0,285.35628608370973,6.138,279.21828608370976,0.0,0.0,0.0,93.1465279068416,0.0,0.0,0.0,0.0,300.0,0.0
2,UCB1,200,5,300,0.0,recovery,64.66827856454584,0.0,64.66827856454584,25.7,38.96827856454584,0.0,0.0,0.0,10.921088030730342,0.0,0.0,0.0,0.0,0.0,0.0
2,HierBayes,200,5,300,0.0,recovery,300.6290400395839,0.0,300.6290400395839,10.15,290.47904003958394,0.0,0.0,0.0,89.63172178505,0.0,0.0,0.0,0.0,300.0,0.0
2,RW-Feature,200,5,300,0.0,recovery,286.01647007157686,0.0,286.01647007157686,4.487,281.52947007157684,0.0,0.0,0.0,116.9758651238156,0.0,0.0,0.0,0.0,300.0,0.0
2,LatentFactorEM,200,5,300,0.0,recovery,207.8198267133353,0.0,207.8198267133353,375.55,-167.73017328666472,0.0,0.0,0.0,114.8880949916966,0.0,0.0,0.0,0.0,300.0,0.0
2,Dot,200,5,300,1.0,recovery,35.13414785947208,81.4751231317178,-46.340975272245714,0.31,-46.65097527224572,8.0,0.02666666666666667,0.028169014084507043,5.560548138802008,0.0,0.0,0.0,0.0,0.0,0.0
2,Linear,200,5,300,1.0,recovery,239.0180413236214,595.6443400576334,-356.626298734012,63.51,-420.136298734012,0.0,0.0,0.0,20.841170435255105,0.0,0.0,0.0,0.0,0.0,0.0
2,Thompson-Factor,200,5,300,1.0,recovery,305.15813444561525,14710.705979546965,-14405.54784510135,4.65,-14410.19784510135,1.0,0.0033333333333333335,0.003389830508474576,57.048490342871304,0.0,0.0,0.0,0.0,300.0,0.0
2,Network-Full,200,5,300,1.0,recovery,159.91002900130096,0.43152359235701593,159.47850540894393,6.0840000000000005,153.39450540894393,0.0,0.0,0.0,0.6702472365574519,0.0,0.0,0.0,0.0,300.0,0.0
2,Network-NoContract,200,5,300,1.0,recovery,156.98375991075847,0.3802168830047417,156.60354302775372,6.093,150.51054302775373,2.0,0.006666666666666667,0.004424778761061947,0.7201693240365323,0.0,0.0,0.0,0.0,300.0,0.0
2,Network-NoTest,200,5,300,1.0,recovery,155.95110710764317,1.4717776902701358,154.47932941737304,6.048,148.43132941737304,1.0,0.0033333333333333335,0.0,0.7002623998999037,0.0,0.0,0.0,0.0,300.0,0.0
2,Network-NoUpdate,200,5,300,1.0,recovery,155.3740215061386,0.321415707936192,155.05260579820242,6.12,148.93260579820242,0.0,0.0,0.0,0.8083469701610154,0.0,0.0,0.0,0.0,300.0,0.0
2,UCB1,200,5,300,1.0,recovery,88.09666037087518,633.5170155866293,-545.4203552157542,25.7,-571.1203552157542,8.0,0.02666666666666667,0.024054982817869417,8.520457247690917,0.0,0.0,0.0,0.0,0.0,0.0
