seed,agent,K,F,T,stakes,structure,total_reward,total_penalty,utility,cognitive_cost,cost_adjusted_utility,dual_picks,switches
3,Network-Full,200,5,80,0.75,structured,23.211841635211833,0.1268595405004867,23.084982094711346,1.72,21.364982094711348,0.0,0.0
3,Network-NoTest,200,5,80,0.75,structured,23.466531040996497,0.011309851683228579,23.455221189313267,1.765,21.690221189313267,0.0,0.0
3,Network-NoUpdate,200,5,80,0.75,structured,28.803521653095256,0.00031227521251325774,28.803209377882744,1.756,27.047209377882744,0.0,0.0
3,Dot,200,5,80,1.0,structured,-4.232435297390592,6.6103142336342815,-10.842749531024873,0.09,-10.932749531024873,5.0,0.0
3,Linear,200,5,80,1.0,structured,64.19130850620722,15.420567954405595,48.77074055180162,19.803,28.967740551801622,0.0,0.0
3,Network-Full,200,5,80,1.0,structured,71.31285003207202,0.10533384054656135,71.20751619152546,1.756,69.45151619152546,13.0,0.0
3,Network-NoTest,200,5,80,1.0,structured,84.11623510156188,0.27373161273539093,83.8425034888265,1.765,82.0775034888265,17.0,0.0
3,Network-NoUpdate,200,5,80,1.0,structured,78.4437907826452,0.010307883931047548,78.43348289871415,1.72,76.71348289871415,24.0,0.0
4,Dot,50,5,80,0.0,structured,1.4244216566266188,0.0,1.4244216566266188,0.09,1.3344216566266187,0.0,0.0
4,Linear,50,5,80,0.0,structured,122.43630910142787,0.0,122.43630910142787,5.155,117.28130910142787,0.0,0.0
4,Network-Full,50,5,80,0.0,structured,104.4947233880471,0.0,104.4947233880471,1.774,102.7207233880471,0.0,0.0
4,Network-NoTest,50,5,80,0.0,structured,114.63445624493889,0.0,114.63445624493889,1.729,112.90545624493889,0.0,0.0
4,Network-NoUpdate,50,5,80,0.0,structured,89.57378075242639,0.0,89.57378075242639,1.711,87.86278075242639,0.0,0.0
4,Dot,50,5,80,0.25,structured,0.6820836334312501,1.8064837519976182,-1.1244001185663681,0.09,-1.2144001185663682,3.0,0.0
4,Linear,50,5,80,0.25,structured,64.81313375246536,59.02146230740785,5.79167144505751,5.106,0.6856714450575101,0.0,0.0
