seed,agent,K,F,T,stakes,structure,total_reward,total_penalty,utility,cognitive_cost,cost_adjusted_utility,dual_picks,switches
7,Dot,200,5,80,1.0,structured,-19.93750199631326,196.3622373645982,-216.29973936091147,0.09,-216.38973936091148,3.0,0.0
7,Linear,200,5,80,1.0,structured,79.64121378132081,2.622406784398689,77.01880699692212,19.206,57.81280699692212,1.0,0.0
7,Network-Full,200,5,80,1.0,structured,77.06483363478338,0.0012117830336926948,77.06362185174969,1.7469999999999999,75.31662185174969,10.0,0.0
7,Network-NoTest,200,5,80,1.0,structured,72.07703673409958,0.6015995989895461,71.47543713511003,1.7469999999999999,69.72843713511003,15.0,0.0
7,Network-NoUpdate,200,5,80,1.0,structured,70.4619471174535,0.8616828501678351,69.60026426728567,1.729,67.87126426728567,18.0,0.0
8,Dot,50,5,80,0.0,structured,4.36425440581467,0.0,4.36425440581467,0.09,4.27425440581467,0.0,0.0
8,Linear,50,5,80,0.0,structured,109.91714746663017,0.0,109.91714746663017,5.008,104.90914746663017,0.0,0.0
8,Network-Full,50,5,80,0.0,structured,6.0833864727138645,0.0,6.0833864727138645,1.756,4.327386472713864,0.0,0.0
8,Network-NoTest,50,5,80,0.0,structured,104.09404008901977,0.0,104.09404008901977,1.729,102.36504008901977,0.0,0.0
8,Network-NoUpdate,50,5,80,0.0,structured,116.37545651459126,0.0,116.37545651459126,1.765,114.61045651459126,0.0,0.0
8,Dot,50,5,80,0.25,structured,-5.346578438069556,0.046257184734372014,-5.392835622803927,0.09,-5.482835622803927,2.0,0.0
8,Linear,50,5,80,0.25,structured,80.45917551353685,1.4935432722862905,78.96563224125056,5.155,73.81063224125056,0.0,0.0
8,Network-Full,50,5,80,0.25,structured,81.63338686789626,8.69550841959421e-05,81.63329991281206,1.774,79.85929991281206,23.0,0.0
8,Network-NoTest,50,5,80,0.25,structured,71.87946268953155,0.17593354279356463,71.70352914673799,1.729,69.97452914673799,13.0,0.0
8,Network-NoUpdate,50,5,80,0.25,structured,77.45620690345145,3.2042618724263923,74.25194503102506,1.738,72.51394503102506,19.0,0.0
8,Dot,50,5,80,0.5,structured,-7.231807895900568,0.01939341495674196,-7.25120131085731,0.09,-7.3412013108573095,1.0,0.0
8,Linear,50,5,80,0.5,structured,102.06673911438388,146.61099401254003,-44.544254898156154,5.008,-49.55225489815616,0.0,0.0
8,Network-Full,50,5,80,0.5,structured,87.44967201685357,0.11671053730173225,87.33296147955184,1.738,85.59496147955184,19.0,0.0
8,Network-NoTest,50,5,80,0.5,structured,99.67271317586253,0.002204276089923775,99.6705088997726,1.774,97.8965088997726,25.0,0.0
8,Network-NoUpdate,50,5,80,0.5,structured,95.36855130439874,2.210191112545492,93.15836019185325,1.738,91.42036019185325,25.0,0.0
8,Dot,50,5,80,0.75,structured,-9.627898813779433,42.848720009320715,-52.47661882310015,0.09,-52.56661882310015,0.0,0.0
8,Linear,50,5,80,0.75,structured,69.19773082412222,430.7364063411347,-361.53867551701245,4.763,-366.3016755170124,1.0,0.0
8,Network-Full,50,5,80,0.75,structured,67.76513267059735,1.3121103984662321,66.45302227213112,1.756,64.69702227213112,35.0,0.0
8,Network-NoTest,50,5,80,0.75,structured,61.20290571357935,0.000319128928336021,61.20258658465101,1.738,59.46458658465101,5.0,0.0
8,Network-NoUpdate,50,5,80,0.75,structured,61.709648811693974,0.006350903675398922,61.70329790801858,1.774,59.929297908018576,9.0,0.0
8,Dot,50,5,80,1.0,structured,-12.021905124501888,179.6578235899265,-191.6797287144284,0.09,-191.7697287144284,1.0,0.0
8,Linear,50,5,80,1.0,structured,-21.624420113100665,1463.5799298573697,-1485.2043499704705,5.106,-1490.3103499704705,0.0,0.0
8,Network-Full,50,5,80,1.0,structured,49.72541035589378,2.2046051460940093,47.52080520979977,1.765,45.75580520979977,0.0,0.0
8,Network-NoTest,50,5,80,1.0,structured,47.70902057609565,0.1083503901779563,47.60067018591769,1.729,45.871670185917694,0.0,0.0
8,Network-NoUpdate,50,5,80,1.0,structured,44.620369486107705,0.18062479135157794,44.43974469475613,1.72,42.71974469475613,0.0,0.0
8,Dot,200,5,80,0.0,structured,-13.317193061647343,0.0,-13.317193061647343,0.09,-13.407193061647343,0.0,0.0
8,Linear,200,5,80,0.0,structured,43.99859220887203,0.0,43.99859220887203,19.006999999999998,24.991592208872035,0.0,0.0
8,Network-Full,200,5,80,0.0,structured,51.44981962949813,0.0,51.44981962949813,1.738,49.71181962949813,0.0,0.0
8,Network-NoTest,200,5,80,0.0,structured,48.95687057508428,0.0,48.95687057508428,1.756,47.20087057508428,0.0,0.0
8,Network-NoUpdate,200,5,80,0.0,structured,51.37337956297119,0.0,51.37337956297119,1.7469999999999999,49.62637956297119,0.0,0.0
8,Dot,200,5,80,0.25,structured,-4.117064157682291,0.1578657031990014,-4.274929860881293,0.09,-4.3649298608812925,0.0,0.0
8,Linear,200,5,80,0.25,structured,48.32299773867364,0.17463390612513363,48.14836383254851,19.803,28.34536383254851,0.0,0.0
8,Network-Full,200,5,80,0.25,structured,52.155464949506076,1.5962240856315368e-06,52.15546335328199,1.774,50.38146335328199,0.0,0.0
8,Network-NoTest,200,5,80,0.25,structured,44.097558266360764,9.279590427346829e-05,44.09746547045649,1.765,42.33246547045649,0.0,0.0
8,Network-NoUpdate,200,5,80,0.25,structured,35.6879014859796,1.3363387533303517,34.35156273264925,1.738,32.61356273264925,0.0,0.0
8,Dot,200,5,80,0.5,structured,-17.509682320318895,109.73071002347321,-127.24039234379211,0.09,-127.33039234379211,0.0,0.0
8,Linear,200,5,80,0.5,structured,107.2439054568397,155.44974201503643,-48.20583655819674,19.405,-67.61083655819674,0.0,0.0
8,Network-Full,200,5,80,0.5,structured,73.1932177909015,13.783975354667811,59.40924243623369,1.756,57.65324243623369,6.0,0.0
8,Network-NoTest,200,5,80,0.5,structured,92.44952380068018,2.022161974442314,90.42736182623787,1.729,88.69836182623787,13.0,0.0
8,Network-NoUpdate,200,5,80,0.5,structured,31.26821620321514,1.0865929818652211,30.18162322134992,1.72,28.46162322134992,1.0,0.0
8,Dot,200,5,80,0.75,structured,5.410207066504126,33.52002624764856,-28.10981918114443,0.09,-28.19981918114443,8.0,0.0
8,Linear,200,5,80,0.75,structured,29.65363558777691,145.51817349742575,-115.86453790964885,20.002,-135.86653790964886,0.0,0.0
8,Network-Full,200,5,80,0.75,structured,64.66031036166868,0.7510342449583068,63.90927611671037,1.765,62.14427611671037,26.0,0.0
8,Network-NoTest,200,5,80,0.75,structured,65.79905533777608,0.2943653489033117,65.50468998887277,1.7469999999999999,63.75768998887277,29.0,0.0
8,Network-NoUpdate,200,5,80,0.75,structured,66.60451192745515,0.9563783166999109,65.64813361075524,1.756,63.89213361075524,24.0,0.0
8,Dot,200,5,80,1.0,structured,8.845135023087952,165.77593884840942,-156.93080382532148,0.09,-157.02080382532148,0.0,0.0
8,Linear,200,5,80,1.0,structured,114.55013870959986,5669.3728536068975,-5554.822714897297,19.405,-5574.227714897297,0.0,0.0
8,Network-Full,200,5,80,1.0,structured,40.393109684406845,0.92813858056481,39.46497110384203,1.72,37.74497110384203,1.0,0.0
8,Network-NoTest,200,5,80,1.0,structured,51.87878826920349,1.9838085224685578,49.89497974673493,1.756,48.13897974673493,2.0,0.0
8,Network-NoUpdate,200,5,80,1.0,structured,46.90463100482634,0.6356443629548254,46.268986641871514,1.765,44.50398664187151,2.0,0.0
9,Dot,50,5,80,0.0,structured,2.4063018916578294,0.0,2.4063018916578294,0.09,2.3163018916578295,0.0,0.0
9,Linear,50,5,80,0.0,structured,84.97355723024263,0.0,84.97355723024263,5.155,79.81855723024263,0.0,0.0
9,Network-Full,50,5,80,0.0,structured,85.99475143923175,0.0,85.99475143923175,1.765,84.22975143923175,0.0,0.0
9,Network-NoTest,50,5,80,0.0,structured,82.89454703398485,0.0,82.89454703398485,1.774,81.12054703398485,0.0,0.0
9,Network-NoUpdate,50,5,80,0.0,structured,87.3997595721792,0.0,87.3997595721792,1.774,85.6257595721792,0.0,0.0
9,Dot,50,5,80,0.25,structured,-4.940501790109035,85.31519469330175,-90.25569648341079,0.09,-90.34569648341079,2.0,0.0
9,Linear,50,5,80,0.25,structured,25.005378707122425,0.239680770589362,24.765697936533062,4.91,19.855697936533062,0.0,0.0
9,Network-Full,50,5,80,0.25,structured,50.45851754638926,0.42327066580697387,50.035246880582285,1.72,48.315246880582286,0.0,0.0
9,Network-NoTest,50,5,80,0.25,structured,39.21282420714556,0.06805183843978513,39.14477236870577,1.7469999999999999,37.39777236870577,0.0,0.0
9,Network-NoUpdate,50,5,80,0.25,structured,54.35327857415538,0.0015619713710782746,54.35171660278431,1.756,52.59571660278431,0.0,0.0
9,Dot,50,5,80,0.5,structured,-8.472124375325034,4.492762466401395,-12.964886841726429,0.09,-13.054886841726429,2.0,0.0
9,Linear,50,5,80,0.5,structured,42.66505475217545,931.3347364721734,-888.6696817199979,4.91,-893.5796817199979,0.0,0.0
9,Network-Full,50,5,80,0.5,structured,78.6126689224612,1.545936747421317e-05,78.61265346309372,1.706,76.90665346309372,4.0,0.0
9,Network-NoTest,50,5,80,0.5,structured,77.56399365715203,1.1082626681924168e-06,77.56399254888936,1.743,75.82099254888936,1.0,0.0
9,Network-NoUpdate,50,5,80,0.5,structured,78.90896413724798,0.02129065190244081,78.88767348534553,1.714,77.17367348534553,0.0,0.0
9,Dot,50,5,80,0.75,structured,-0.24140310503978735,7.744315175040863,-7.9857182800806505,0.09,-8.07571828008065,0.0,0.0
9,Linear,50,5,80,0.75,structured,106.89017673645571,7274.584169902137,-7167.693993165681,4.959,-7172.6529931656805,0.0,0.0
9,Network-Full,50,5,80,0.75,structured,97.32467167998162,5.484488487859261,91.84018319212235,1.765,90.07518319212235,22.0,0.0
9,Network-NoTest,50,5,80,0.75,structured,25.24142492288887,0.03353669517413757,25.207888227714733,1.738,23.469888227714733,0.0,0.0
9,Network-NoUpdate,50,5,80,0.75,structured,12.678123798179087,0.006441759662053242,12.671682038517034,1.756,10.915682038517033,0.0,0.0
9,Dot,50,5,80,1.0,structured,13.65071650160932,69.42398697460489,-55.77327047299556,0.09,-55.863270472995566,1.0,0.0
9,Linear,50,5,80,1.0,structured,118.6978775130061,1695.776801536776,-1577.07892402377,4.91,-1581.98892402377,0.0,0.0
9,Network-Full,50,5,80,1.0,structured,92.22475224361897,6.6291103534394935,85.59564189017948,1.783,83.81264189017948,17.0,0.0
9,Network-NoTest,50,5,80,1.0,structured,122.72239235433952,3.5930877944004154,119.1293045599391,1.756,117.3733045599391,25.0,0.0
9,Network-NoUpdate,50,5,80,1.0,structured,114.35588112642675,1.5461107360110198,112.80977039041574,1.75,111.05977039041574,14.0,0.0
9,Dot,200,5,80,0.0,structured,11.472125690050047,0.0,11.472125690050047,0.09,11.382125690050048,0.0,0.0
9,Linear,200,5,80,0.0,structured,81.5455127583729,0.0,81.5455127583729,18.211,63.334512758372895,0.0,0.0
9,Network-Full,200,5,80,0.0,structured,92.81407847044443,0.0,92.81407847044443,1.738,91.07607847044443,0.0,0.0
9,Network-NoTest,200,5,80,0.0,structured,99.47174728301087,0.0,99.47174728301087,1.738,97.73374728301087,0.0,0.0
9,Network-NoUpdate,200,5,80,0.0,structured,50.43267848124983,0.0,50.43267848124983,1.7469999999999999,48.68567848124983,0.0,0.0
9,Dot,200,5,80,0.25,structured,-5.432570150493954,7.404827981632902,-12.837398132126857,0.09,-12.927398132126857,0.0,0.0
9,Linear,200,5,80,0.25,structured,-15.297087211755978,269.0251679848548,-284.3222551966108,19.405,-303.7272551966108,0.0,0.0
9,Network-Full,200,5,80,0.25,structured,66.13895678570015,1.0008350338268486,65.1381217518733,1.738,63.4001217518733,5.0,0.0
9,Network-NoTest,200,5,80,0.25,structured,68.6619425093256,0.03700733735378792,68.62493517197181,1.7469999999999999,66.87793517197181,2.0,0.0
9,Network-NoUpdate,200,5,80,0.25,structured,64.04597454777104,0.5816082780603291,63.46436626971071,1.774,61.69036626971071,5.0,0.0
9,Dot,200,5,80,0.5,structured,-11.912964839068087,58.00166984945365,-69.91463468852173,0.09,-70.00463468852173,0.0,0.0
9,Linear,200,5,80,0.5,structured,79.67088126269994,852.6390884476467,-772.9682071849468,19.604,-792.5722071849468,0.0,0.0
9,Network-Full,200,5,80,0.5,structured,49.73920529926839,0.28122378425453,49.45798151501386,1.729,47.728981515013864,1.0,0.0
9,Network-NoTest,200,5,80,0.5,structured,65.22634472864102,1.3605660258678056,63.86577870277322,1.7469999999999999,62.11877870277322,6.0,0.0
9,Network-NoUpdate,200,5,80,0.5,structured,54.95136208156345,0.4477708164565207,54.503591265106934,1.7469999999999999,52.756591265106934,0.0,0.0
9,Dot,200,5,80,0.75,structured,4.7397844213057905,83.4388961573464,-78.69911173604062,0.09,-78.78911173604062,8.0,0.0
9,Linear,200,5,80,0.75,structured,46.21762337660171,557.498142676151,-511.2805192995493,19.206,-530.4865192995493,0.0,0.0
9,Network-Full,200,5,80,0.75,structured,61.91283768238206,0.5545150428924024,61.35832263948966,1.774,59.584322639489656,23.0,0.0
9,Network-NoTest,200,5,80,0.75,structured,53.89209112093794,0.44086740948282566,53.451223711455114,1.72,51.731223711455115,22.0,0.0
9,Network-NoUpdate,200,5,80,0.75,structured,67.26475427391692,0.26539560073399865,66.99935867318293,1.774,65.22535867318292,19.0,0.0
9,Dot,200,5,80,1.0,structured,2.0497371114756118,32.70324298681932,-30.653505875343708,0.09,-30.743505875343708,0.0,0.0
9,Linear,200,5,80,1.0,structured,71.13968444885364,1021.8183517394777,-950.6786672906242,18.808,-969.4866672906242,0.0,0.0
9,Network-Full,200,5,80,1.0,structured,51.85325509689668,0.005421388289341751,51.84783370860734,1.7469999999999999,50.10083370860734,0.0,0.0
9,Network-NoTest,200,5,80,1.0,structured,53.53127094885193,0.17248683929320804,53.35878410955873,1.702,51.65678410955873,0.0,0.0
9,Network-NoUpdate,200,5,80,1.0,structured,41.261591162972216,0.35103472024395904,40.91055644272826,1.729,39.18155644272826,0.0,0.0
10,Dot,50,5,80,0.0,structured,-9.91650436846206,0.0,-9.91650436846206,0.09,-10.00650436846206,0.0,0.0
10,Linear,50,5,80,0.0,structured,63.09844302001686,0.0,63.09844302001686,5.008,58.090443020016856,0.0,0.0
10,Network-Full,50,5,80,0.0,structured,62.03548816916708,0.0,62.03548816916708,1.765,60.27048816916708,0.0,0.0
10,Network-NoTest,50,5,80,0.0,structured,59.34424674736706,0.0,59.34424674736706,1.756,57.58824674736706,0.0,0.0
10,Network-NoUpdate,50,5,80,0.0,structured,62.86759628701681,0.0,62.86759628701681,1.7469999999999999,61.12059628701681,0.0,0.0
10,Dot,50,5,80,0.25,structured,-4.76885715314831,38.82701750160218,-43.59587465475049,0.09,-43.68587465475049,0.0,0.0
10,Linear,50,5,80,0.25,structured,69.88845928988235,1697.9713881138064,-1628.082928823924,5.155,-1633.237928823924,0.0,0.0
10,Network-Full,50,5,80,0.25,structured,48.39855702266693,0.3094038141679687,48.089153208498956,1.774,46.315153208498955,11.0,0.0
10,Network-NoTest,50,5,80,0.25,structured,55.09686796781527,0.533575460056264,54.56329250775901,1.756,52.80729250775901,14.0,0.0
10,Network-NoUpdate,50,5,80,0.25,structured,44.54531207033351,0.41240482518079447,44.132907245152715,1.738,42.394907245152716,10.0,0.0
10,Dot,50,5,80,0.5,structured,1.302212733183526,22.466821943082195,-21.164609209898668,0.09,-21.254609209898668,3.0,0.0
10,Linear,50,5,80,0.5,structured,129.4126989417966,7026.504277702504,-6897.091578760707,5.106,-6902.197578760707,0.0,0.0
10,Network-Full,50,5,80,0.5,structured,60.08567078669432,0.9183050687533578,59.16736571794097,1.783,57.384365717940966,0.0,0.0
10,Network-NoTest,50,5,80,0.5,structured,56.890408915521554,0.8703332640954743,56.02007565142608,1.765,54.25507565142608,0.0,0.0
10,Network-NoUpdate,50,5,80,0.5,structured,18.101592709302782,0.468118013053386,17.633474696249397,1.783,15.850474696249398,0.0,0.0
10,Dot,50,5,80,0.75,structured,-5.9157808810802335,2.1456219705128525,-8.061402851593087,0.09,-8.151402851593087,1.0,0.0
10,Linear,50,5,80,0.75,structured,78.32102774845892,19.881236875474976,58.43979087298394,5.106,53.33379087298394,0.0,0.0
10,Network-Full,50,5,80,0.75,structured,86.85687850822032,0.002830541447928603,86.85404796677238,1.765,85.08904796677238,19.0,0.0
10,Network-NoTest,50,5,80,0.75,structured,86.87402355261068,0.0026444232598124007,86.87137912935087,1.702,85.16937912935087,10.0,0.0
10,Network-NoUpdate,50,5,80,0.75,structured,66.28422237735896,0.7108177883221586,65.5734045890368,1.756,63.8174045890368,0.0,0.0
10,Dot,50,5,80,1.0,structured,-2.2859757682569652,23.86725957424743,-26.153235342504395,0.09,-26.243235342504395,4.0,0.0
10,Linear,50,5,80,1.0,structured,70.13751256754874,2388.1005794051916,-2317.963066837643,4.91,-2322.873066837643,16.0,0.0
10,Network-Full,50,5,80,1.0,structured,64.70465813392912,0.021500899945943786,64.68315723398317,1.72,62.96315723398317,34.0,0.0
10,Network-NoTest,50,5,80,1.0,structured,64.94069749256843,0.045227564581001634,64.89546992798743,1.729,63.166469927987436,25.0,0.0
10,Network-NoUpdate,50,5,80,1.0,structured,66.82021054394448,0.7204481988364635,66.09976234510802,1.783,64.31676234510802,35.0,0.0
10,Dot,200,5,80,0.0,structured,8.515646821260164,0.0,8.515646821260164,0.09,8.425646821260164,0.0,0.0
10,Linear,200,5,80,0.0,structured,42.50476047548001,0.0,42.50476047548001,19.604,22.900760475480013,0.0,0.0
10,Network-Full,200,5,80,0.0,structured,38.69290206135357,0.0,38.69290206135357,1.729,36.96390206135357,0.0,0.0
10,Network-NoTest,200,5,80,0.0,structured,107.77677388211475,0.0,107.77677388211475,1.756,106.02077388211475,0.0,0.0
10,Network-NoUpdate,200,5,80,0.0,structured,107.72049305258906,0.0,107.72049305258906,1.738,105.98249305258906,0.0,0.0
10,Dot,200,5,80,0.25,structured,-1.7622492639485943,1.2071141391248417,-2.969363403073436,0.09,-3.059363403073436,8.0,0.0
10,Linear,200,5,80,0.25,structured,105.73120832519763,1272.7598313356473,-1167.0286230104496,18.808,-1185.8366230104496,0.0,0.0
10,Network-Full,200,5,80,0.25,structured,9.8944916587486,1.208415093115335,8.686076565633265,1.738,6.948076565633265,0.0,0.0
10,Network-NoTest,200,5,80,0.25,structured,75.93451650267261,2.0940991163342915e-09,75.93451650057851,1.711,74.22351650057851,19.0,0.0
10,Network-NoUpdate,200,5,80,0.25,structured,57.21231225780271,0.02118316992043022,57.19112908788228,1.774,55.41712908788228,18.0,0.0
10,Dot,200,5,80,0.5,structured,-3.834713135259683,0.03233166316640945,-3.8670447984260923,0.09,-3.957044798426092,12.0,0.0
10,Linear,200,5,80,0.5,structured,37.061190916874985,807.0866210544315,-770.0254301375564,20.201,-790.2264301375565,69.0,0.0
10,Network-Full,200,5,80,0.5,structured,44.7839288678339,0.05757159861931457,44.72635726921459,1.774,42.95235726921459,26.0,0.0
10,Network-NoTest,200,5,80,0.5,structured,34.83258367048512,0.4406212385414208,34.3919624319437,1.756,32.6359624319437,0.0,0.0
10,Network-NoUpdate,200,5,80,0.5,structured,38.16943608277933,0.00374355397667428,38.16569252880265,1.765,36.40069252880265,19.0,0.0
10,Dot,200,5,80,0.75,structured,-11.287785292677732,56.07819596813532,-67.36598126081304,0.09,-67.45598126081305,8.0,0.0
10,Linear,200,5,80,0.75,structured,92.19938253012376,17.650782839861343,74.54859969026242,18.609,55.93959969026242,0.0,0.0
10,Network-Full,200,5,80,0.75,structured,83.61649876685428,0.1884551523698243,83.42804361448445,1.7469999999999999,81.68104361448445,24.0,0.0
10,Network-NoTest,200,5,80,0.75,structured,83.15911892270505,1.3703349002804088e-07,83.15911878567155,1.765,81.39411878567155,22.0,0.0
10,Network-NoUpdate,200,5,80,0.75,structured,93.93441695077496,0.02404329436952097,93.91037365640544,1.774,92.13637365640544,23.0,0.0
10,Dot,200,5,80,1.0,structured,-3.632435547769104,18.770030360531862,-22.402465908300968,0.09,-22.492465908300968,0.0,0.0
10,Linear,200,5,80,1.0,structured,55.57942740890572,538.4927929966809,-482.9133655877752,19.206,-502.11936558777523,0.0,0.0
10,Network-Full,200,5,80,1.0,structured,48.25490928177708,0.2792180512744905,47.97569123050259,1.738,46.23769123050259,1.0,0.0
10,Network-NoTest,200,5,80,1.0,structured,59.20108214015465,0.42622063376574915,58.774861506388895,1.7469999999999999,57.027861506388895,3.0,0.0
10,Network-NoUpdate,200,5,80,1.0,structured,51.387724365142965,0.6135508714529938,50.77417349368997,1.72,49.05417349368997,1.0,0.0
11,Dot,50,5,80,0.0,structured,6.37546622636543,0.0,6.37546622636543,0.09,6.28546622636543,0.0,0.0
11,Linear,50,5,80,0.0,structured,82.93693508053143,0.0,82.93693508053143,5.008,77.92893508053143,0.0,0.0
11,Network-Full,50,5,80,0.0,structured,93.27255764514005,0.0,93.27255764514005,1.729,91.54355764514006,0.0,0.0
11,Network-NoTest,50,5,80,0.0,structured,94.60659594749265,0.0,94.60659594749265,1.729,92.87759594749265,0.0,0.0
11,Network-NoUpdate,50,5,80,0.0,structured,104.37611737848577,0.0,104.37611737848577,1.756,102.62011737848577,0.0,0.0
11,Dot,50,5,80,0.25,structured,0.8000016499450662,1.0572385966505555,-0.25723694670548936,0.09,-0.3472369467054893,1.0,0.0
11,Linear,50,5,80,0.25,structured,97.56151615210793,506.04925807620515,-408.48774192409724,5.253,-413.7407419240972,0.0,0.0
11,Network-Full,50,5,80,0.25,structured,131.75137350451675,0.014153365733282429,131.73722013878347,1.729,130.00822013878346,27.0,0.0
11,Network-NoTest,50,5,80,0.25,structured,134.20298674142845,0.5549027214984298,133.64808401993002,1.738,131.91008401993003,36.0,0.0
11,Network-NoUpdate,50,5,80,0.25,structured,130.37411387709588,0.23637526729098846,130.1377386098049,1.774,128.3637386098049,26.0,0.0
11,Dot,50,5,80,0.5,structured,7.050598126364223,12.91579928962196,-5.865201163257737,0.09,-5.955201163257737,9.0,0.0
11,Linear,50,5,80,0.5,structured,53.28916147443306,300.0146233272793,-246.72546185284625,5.155,-251.88046185284625,2.0,0.0
11,Network-Full,50,5,80,0.5,structured,47.828795353208726,0.0013623337460091783,47.82743301946272,1.783,46.044433019462716,0.0,0.0
11,Network-NoTest,50,5,80,0.5,structured,51.22758761787771,0.038205793392195764,51.189381824485515,1.783,49.406381824485514,6.0,0.0
11,Network-NoUpdate,50,5,80,0.5,structured,41.91632208831046,0.7068910978003881,41.20943099051007,1.729,39.48043099051007,0.0,0.0
11,Dot,50,5,80,0.75,structured,7.846118132986888,5.586010458780104,2.2601076742067843,0.09,2.1701076742067844,9.0,0.0
11,Linear,50,5,80,0.75,structured,38.229048053102986,1502.8348980432029,-1464.6058499900998,5.057,-1469.6628499900999,0.0,0.0
11,Network-Full,50,5,80,0.75,structured,53.442097623749085,0.1298091316638617,53.31228849208522,1.729,51.583288492085224,16.0,0.0
11,Network-NoTest,50,5,80,0.75,structured,12.28658241550338,9.187634161973365e-05,12.286490539161761,1.756,10.530490539161761,0.0,0.0
11,Network-NoUpdate,50,5,80,0.75,structured,59.46149050786177,0.03854804299171044,59.422942464870054,1.756,57.666942464870054,16.0,0.0
11,Dot,50,5,80,1.0,structured,-11.664181649052257,33.33736405477706,-45.00154570382932,0.09,-45.091545703829325,7.0,0.0
11,Linear,50,5,80,1.0,structured,95.97826941957605,1306.216700325064,-1210.238430905488,5.106,-1215.344430905488,57.0,0.0
11,Network-Full,50,5,80,1.0,structured,83.01418957956872,0.016496208850268923,82.99769337071845,1.756,81.24169337071845,22.0,0.0
11,Network-NoTest,50,5,80,1.0,structured,67.901977552134,0.6017951587315121,67.3001823934025,1.729,65.5711823934025,17.0,0.0
11,Network-NoUpdate,50,5,80,1.0,structured,78.74090421785652,0.5874243754546401,78.15347984240188,1.738,76.41547984240188,24.0,0.0
11,Dot,200,5,80,0.0,structured,-3.001793521725209,0.0,-3.001793521725209,0.09,-3.091793521725209,0.0,0.0
11,Linear,200,5,80,0.0,structured,26.78255980272935,0.0,26.78255980272935,19.604,7.17855980272935,0.0,0.0
11,Network-Full,200,5,80,0.0,structured,53.50516636778454,0.0,53.50516636778454,1.783,51.72216636778454,0.0,0.0
11,Network-NoTest,200,5,80,0.0,structured,46.73933587508819,0.0,46.73933587508819,1.7469999999999999,44.99233587508819,0.0,0.0
11,Network-NoUpdate,200,5,80,0.0,structured,32.757019129373774,0.0,32.757019129373774,1.765,30.992019129373773,0.0,0.0
11,Dot,200,5,80,0.25,structured,7.161552470633972,2.2716266184177627,4.8899258522162095,0.09,4.79992585221621,1.0,0.0
11,Linear,200,5,80,0.25,structured,93.7025507625042,1673.3518177919616,-1579.6492670294574,18.808,-1598.4572670294574,0.0,0.0
11,Network-Full,200,5,80,0.25,structured,20.67441201322029,1.2119947557547248,19.462417257465567,1.729,17.733417257465568,0.0,0.0
11,Network-NoTest,200,5,80,0.25,structured,19.289958656728913,0.3190228762403846,18.970935780488528,1.729,17.24193578048853,2.0,0.0
11,Network-NoUpdate,200,5,80,0.25,structured,13.804305625598278,0.2736412823835704,13.530664343214708,1.738,11.792664343214708,0.0,0.0
11,Dot,200,5,80,0.5,structured,-2.7419094087132296,21.502870699328845,-24.244780108042075,0.09,-24.334780108042075,6.0,0.0
11,Linear,200,5,80,0.5,structured,68.76661380761104,10.917545014290965,57.84906879332007,19.604,38.24506879332007,47.0,0.0
11,Network-Full,200,5,80,0.5,structured,49.18005978299038,0.18215681389996233,48.99790296909041,1.765,47.23290296909041,16.0,0.0
11,Network-NoTest,200,5,80,0.5,structured,7.325310278435326,0.00031648076498502374,7.324993797670341,1.7469999999999999,5.5779937976703415,0.0,0.0
11,Network-NoUpdate,200,5,80,0.5,structured,102.37238875045675,0.10418068474717435,102.26820806570957,1.765,100.50320806570957,31.0,0.0
11,Dot,200,5,80,0.75,structured,0.5472717891353158,0.6353962498329186,-0.08812446069760282,0.09,-0.17812446069760282,2.0,0.0
11,Linear,200,5,80,0.75,structured,23.5160534475598,0.0027431435889329224,23.513310303970865,18.609,4.904310303970863,0.0,0.0
11,Network-Full,200,5,80,0.75,structured,18.334778499314144,1.325460002097213e-06,18.334777173854143,1.7469999999999999,16.587777173854143,0.0,0.0
11,Network-NoTest,200,5,80,0.75,structured,34.5291071574387,0.03966090471758177,34.48944625272112,1.765,32.72444625272112,1.0,0.0
11,Network-NoUpdate,200,5,80,0.75,structured,21.564029736850543,0.0006244250192274693,21.563405311831314,1.7469999999999999,19.816405311831314,0.0,0.0
11,Dot,200,5,80,1.0,structured,2.1702333484272707,79.34445326320794,-77.17421991478066,0.09,-77.26421991478067,1.0,0.0
11,Linear,200,5,80,1.0,structured,78.35219091964028,2197.609835514914,-2119.2576445952736,19.405,-2138.662644595274,0.0,0.0
11,Network-Full,200,5,80,1.0,structured,72.82376200335065,1.6855962218713205,71.13816578147933,1.765,69.37316578147933,8.0,0.0
11,Network-NoTest,200,5,80,1.0,structured,56.16539181924575,0.020807041472368393,56.14458477777338,1.756,54.38858477777338,2.0,0.0
11,Network-NoUpdate,200,5,80,1.0,structured,52.16927323269158,0.04887985381862214,52.12039337887296,1.711,50.40939337887296,2.0,0.0
12,Dot,50,5,80,0.0,structured,-8.270815328960197,0.0,-8.270815328960197,0.09,-8.360815328960197,0.0,0.0
12,Linear,50,5,80,0.0,structured,72.90776809153353,0.0,72.90776809153353,5.057,67.85076809153352,0.0,0.0
12,Network-Full,50,5,80,0.0,structured,22.96128096233086,0.0,22.96128096233086,1.765,21.19628096233086,0.0,0.0
12,Network-NoTest,50,5,80,0.0,structured,46.05616264351787,0.0,46.05616264351787,1.765,44.29116264351787,0.0,0.0
